i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
-12138189,1,25063.7324,-12163252,-12163252.7324,0.732400000095367,-0.00000602141562136935%,,,,,,,,,
25063.7324,1,-12138189,12163252,12163252.7324,-0.732400000095367,-0.00000602141562136935%,,,,,,,,,
6473488,0,24227.4316,6497715.5,6497715.4316,0.0684000002220273,0.00000105267768251871%,,,,,,,,,
24227.4316,0,6473488,6497715.5,6497715.4316,0.0684000002220273,0.00000105267768251871%,,,,,,,,,
6473488,1,24227.4316,6449260.5,6449260.5684,-0.0684000002220273,-0.00000106058670597328%,,,,,,,,,
24227.4316,1,6473488,-6449260.5,-6449260.5684,0.0684000002220273,-0.00000106058670597328%,,,,,,,,,
-18849974,0,42623.7031,-18807350,-18807350.2969,0.296900000423193,-0.00000157863811614191%,,,,,,,,,
42623.7031,0,-18849974,-18807350,-18807350.2969,0.296900000423193,-0.00000157863811614191%,,,,,,,,,
-18849974,1,42623.7031,-18892598,-18892597.7031,-0.296900000423193,0.00000157151496627950%,,,,,,,,,
42623.7031,1,-18849974,18892598,18892597.7031,0.296900000423193,0.00000157151496627950%,,,,,,,,,
-9830160,0,81010.1016,-9749150,-9749149.8984,-0.101600000634789,0.00000104214215284005%,,,,,,,,,
81010.1016,0,-9830160,-9749150,-9749149.8984,-0.101600000634789,0.00000104214215284005%,,,,,,,,,
-9830160,1,81010.1016,-9911170,-9911170.1016,0.101600000634789,-0.00000102510601264313%,,,,,,,,,
81010.1016,1,-9830160,9911170,9911170.1016,-0.101600000634789,-0.00000102510601264313%,,,,,,,,,
-3227234.5,0,8236.1709,-3218998.5,-3218998.3291,-0.170899999793619,0.00000530910495506224%,,,,,,,,,
8236.1709,0,-3227234.5,-3218998.5,-3218998.3291,-0.170899999793619,0.00000530910495506224%,,,,,,,,,
-3227234.5,1,8236.1709,-3235470.5,-3235470.6709,0.170899999793619,-0.00000528207538182011%,,,,,,,,,
8236.1709,1,-3227234.5,3235470.5,3235470.6709,-0.170899999793619,-0.00000528207538182011%,,,,,,,,,
-7193852,0,77131.0312,-7116721,-7116720.9688,-0.0312000000849366,0.00000043840415019387%,,,,,,,,,
77131.0312,0,-7193852,-7116721,-7116720.9688,-0.0312000000849366,0.00000043840415019387%,,,,,,,,,
-7193852,1,77131.0312,-7270983,-7270983.0312,0.0312000000849366,-0.00000042910291429724%,,,,,,,,,
77131.0312,1,-7193852,7270983,7270983.0312,-0.0312000000849366,-0.00000042910291429724%,,,,,,,,,
2478963.75,0,6691.2749,2485655,2485655.0249,-0.024900000076741,-0.00000100174802324964%,,,,,,,,,
6691.2749,0,2478963.75,2485655,2485655.0249,-0.024900000076741,-0.00000100174802324964%,,,,,,,,,
2478963.75,1,6691.2749,2472272.5,2472272.4751,0.024900000076741,0.00000100717054157770%,,,,,,,,,
6691.2749,1,2478963.75,-2472272.5,-2472272.4751,-0.024900000076741,0.00000100717054157770%,,,,,,,,,
-3017357.75,0,16660.0098,-3000697.75,-3000697.7402,-0.00980000011622906,0.00000032659071205139%,,,,,,,,,
16660.0098,0,-3017357.75,-3000697.75,-3000697.7402,-0.00980000011622906,0.00000032659071205139%,,,,,,,,,
-3017357.75,1,16660.0098,-3034017.75,-3034017.7598,0.00980000011622906,-0.00000032300404585882%,,,,,,,,,
16660.0098,1,-3017357.75,3034017.75,3034017.7598,-0.00980000011622906,-0.00000032300404585882%,,,,,,,,,
-13143701,0,65766.6094,-13077935,-13077934.3906,-0.609400000423193,0.00000465975728446237%,,,,,,,,,
65766.6094,0,-13143701,-13077935,-13077934.3906,-0.609400000423193,0.00000465975728446237%,,,,,,,,,
-13143701,1,65766.6094,-13209467,-13209467.6094,0.609400000423193,-0.00000461335777067607%,,,,,,,,,
65766.6094,1,-13143701,13209467,13209467.6094,-0.609400000423193,-0.00000461335777067607%,,,,,,,,,
-8159788.5,0,16323.5508,-8143465,-8143464.9492,-0.0508000003173947,0.00000062381308981241%,,,,,,,,,
16323.5508,0,-8159788.5,-8143465,-8143464.9492,-0.0508000003173947,0.00000062381308981241%,,,,,,,,,
-8159788.5,1,16323.5508,-8176112,-8176112.0508,0.0508000003173947,-0.00000062132221282883%,,,,,,,,,
16323.5508,1,-8159788.5,8176112,8176112.0508,-0.0508000003173947,-0.00000062132221282883%,,,,,,,,,
11060752,0,-3112.063,11057640,11057639.937,0.0629999991506338,0.00000056974182112613%,,,,,,,,,
-3112.063,0,11060752,11057640,11057639.937,0.0629999991506338,0.00000056974182112613%,,,,,,,,,
11060752,1,-3112.063,11063864,11063864.063,-0.0629999991506338,-0.00000056942130517782%,,,,,,,,,
-3112.063,1,11060752,-11063864,-11063864.063,0.0629999991506338,-0.00000056942130517782%,,,,,,,,,
-3394202,0,-4968.4722,-3399170.5,-3399170.4722,-0.02779999980703,0.00000081784659034877%,,,,,,,,,
-4968.4722,0,-3394202,-3399170.5,-3399170.4722,-0.02779999980703,0.00000081784659034877%,,,,,,,,,
-3394202,1,-4968.4722,-3389233.5,-3389233.5278,0.02779999980703,-0.00000082024444698195%,,,,,,,,,
-4968.4722,1,-3394202,3389233.5,3389233.5278,-0.02779999980703,-0.00000082024444698195%,,,,,,,,,
10401442,0,66494.9453,10467937,10467936.9453,0.0547000002115965,0.00000052254804836359%,,,,,,,,,
66494.9453,0,10401442,10467937,10467936.9453,0.0547000002115965,0.00000052254804836359%,,,,,,,,,
10401442,1,66494.9453,10334947,10334947.0547,-0.0547000002115965,-0.00000052927218612814%,,,,,,,,,
66494.9453,1,10401442,-10334947,-10334947.0547,0.0547000002115965,-0.00000052927218612814%,,,,,,,,,
-18951330,0,11457.8408,-18939872,-18939872.1592,0.159200001507998,-0.00000084055478394909%,,,,,,,,,
11457.8408,0,-18951330,-18939872,-18939872.1592,0.159200001507998,-0.00000084055478394909%,,,,,,,,,
-18951330,1,11457.8408,-18962788,-18962787.8408,-0.159200001507998,0.00000083953901105968%,,,,,,,,,
11457.8408,1,-18951330,18962788,18962787.8408,0.159200001507998,0.00000083953901105968%,,,,,,,,,
13558526,0,25504.7832,13584031,13584030.7832,0.21680000051856,0.00000159599167565703%,,,,,,,,,
25504.7832,0,13558526,13584031,13584030.7832,0.21680000051856,0.00000159599167565703%,,,,,,,,,
13558526,1,25504.7832,13533021,13533021.2168,-0.21680000051856,-0.00000160200739395445%,,,,,,,,,
25504.7832,1,13558526,-13533021,-13533021.2168,0.21680000051856,-0.00000160200739395445%,,,,,,,,,
-420717.9375,0,36257.0391,-384460.9062,-384460.8984,-0.00780000002123416,0.00000202881490775660%,,,,,,,,,
36257.0391,0,-420717.9375,-384460.9062,-384460.8984,-0.00780000002123416,0.00000202881490775660%,,,,,,,,,
-420717.9375,1,36257.0391,-456974.9688,-456974.9766,0.00780000002123416,-0.00000170687683585389%,,,,,,,,,
36257.0391,1,-420717.9375,456974.9688,456974.9766,-0.00780000002123416,-0.00000170687683585389%,,,,,,,,,
3133222,0,-3882.9575,3129339,3129339.0425,-0.0424999999813736,-0.00000135811426643694%,,,,,,,,,
-3882.9575,0,3133222,3129339,3129339.0425,-0.0424999999813736,-0.00000135811426643694%,,,,,,,,,
3133222,1,-3882.9575,3137105,3137104.9575,0.0424999999813736,0.00000135475224951486%,,,,,,,,,
-3882.9575,1,3133222,-3137105,-3137104.9575,-0.0424999999813736,0.00000135475224951486%,,,,,,,,,
10337426,0,17034.748,10354460,10354460.748,-0.747999999672174,-0.00000722393969011523%,,,,,,,,,
17034.748,0,10337426,10354460,10354460.748,-0.747999999672174,-0.00000722393969011523%,,,,,,,,,
10337426,1,17034.748,10320392,10320391.252,0.747999999672174,0.00000724778723410528%,,,,,,,,,
17034.748,1,10337426,-10320392,-10320391.252,-0.747999999672174,0.00000724778723410528%,,,,,,,,,
13395406,0,6634.877,13402041,13402040.877,0.122999999672174,0.00000091777066493852%,,,,,,,,,
6634.877,0,13395406,13402041,13402040.877,0.122999999672174,0.00000091777066493852%,,,,,,,,,
13395406,1,6634.877,13388771,13388771.123,-0.122999999672174,-0.00000091868027724276%,,,,,,,,,
6634.877,1,13395406,-13388771,-13388771.123,0.122999999672174,-0.00000091868027724276%,,,,,,,,,
-8197693.5,0,-4735.2856,-8202428.5,-8202428.7856,0.285600000061095,-0.00000348189551566102%,,,,,,,,,
-4735.2856,0,-8197693.5,-8202428.5,-8202428.7856,0.285600000061095,-0.00000348189551566102%,,,,,,,,,
-8197693.5,1,-4735.2856,-8192958.5,-8192958.2144,-0.285600000061095,0.00000348592037927305%,,,,,,,,,
-4735.2856,1,-8197693.5,8192958.5,8192958.2144,0.285600000061095,0.00000348592037927305%,,,,,,,,,
16944794,0,11760.0908,16956554,16956554.0908,-0.0907999984920025,-0.00000053548614892968%,,,,,,,,,
11760.0908,0,16944794,16956554,16956554.0908,-0.0907999984920025,-0.00000053548614892968%,,,,,,,,,
16944794,1,11760.0908,16933034,16933033.9092,0.0907999984920025,0.00000053622994543624%,,,,,,,,,
11760.0908,1,16944794,-16933034,-16933033.9092,-0.0907999984920025,0.00000053622994543624%,,,,,,,,,
-10138013,0,31609.2422,-10106404,-10106403.7578,-0.242200000211596,0.00000239650033796314%,,,,,,,,,
31609.2422,0,-10138013,-10106404,-10106403.7578,-0.242200000211596,0.00000239650033796314%,,,,,,,,,
-10138013,1,31609.2422,-10169622,-10169622.2422,0.242200000211596,-0.00000238160272273006%,,,,,,,,,
31609.2422,1,-10138013,10169622,10169622.2422,-0.242200000211596,-0.00000238160272273006%,,,,,,,,,
-9455690,0,36262.8945,-9419427,-9419427.1055,0.105499999597669,-0.00000112002564928888%,,,,,,,,,
36262.8945,0,-9455690,-9419427,-9419427.1055,0.105499999597669,-0.00000112002564928888%,,,,,,,,,
-9455690,1,36262.8945,-9491953,-9491952.8945,-0.105499999597669,0.00000111146779561874%,,,,,,,,,
36262.8945,1,-9455690,9491953,9491952.8945,0.105499999597669,0.00000111146779561874%,,,,,,,,,
-10137879,0,17863.4062,-10120015,-10120015.5938,0.593800000846386,-0.00000586757989987857%,,,,,,,,,
17863.4062,0,-10137879,-10120015,-10120015.5938,0.593800000846386,-0.00000586757989987857%,,,,,,,,,
-10137879,1,17863.4062,-10155743,-10155742.4062,-0.593800000846386,0.00000584693838319369%,,,,,,,,,
17863.4062,1,-10137879,10155743,10155742.4062,0.593800000846386,0.00000584693838319369%,,,,,,,,,
-8707971,0,94570.8125,-8613400,-8613400.1875,0.1875,-0.00000217684068914045%,,,,,,,,,
94570.8125,0,-8707971,-8613400,-8613400.1875,0.1875,-0.00000217684068914045%,,,,,,,,,
-8707971,1,94570.8125,-8802542,-8802541.8125,-0.1875,0.00000213006656479316%,,,,,,,,,
94570.8125,1,-8707971,8802542,8802541.8125,0.1875,0.00000213006656479316%,,,,,,,,,
3944556,0,64207.2188,4008763.25,4008763.2188,0.0312000000849366,0.00000077829490997665%,,,,,,,,,
64207.2188,0,3944556,4008763.25,4008763.2188,0.0312000000849366,0.00000077829490997665%,,,,,,,,,
3944556,1,64207.2188,3880348.75,3880348.7812,-0.0312000000849366,-0.00000080405143568790%,,,,,,,,,
64207.2188,1,3944556,-3880348.75,-3880348.7812,0.0312000000849366,-0.00000080405143568790%,,,,,,,,,
-15233339,0,67479.0938,-15165860,-15165859.9062,-0.093800000846386,0.00000061849444361569%,,,,,,,,,
67479.0938,0,-15233339,-15165860,-15165859.9062,-0.093800000846386,0.00000061849444361569%,,,,,,,,,
-15233339,1,67479.0938,-15300818,-15300818.0938,0.093800000846386,-0.00000061303912164275%,,,,,,,,,
67479.0938,1,-15233339,15300818,15300818.0938,-0.093800000846386,-0.00000061303912164275%,,,,,,,,,
-2170121.75,0,1141.7793,-2168980,-2168979.9707,-0.0293000000528991,0.00000135086540441602%,,,,,,,,,
1141.7793,0,-2170121.75,-2168980,-2168979.9707,-0.0293000000528991,0.00000135086540441602%,,,,,,,,,
-2170121.75,1,1141.7793,-2171263.5,-2171263.5293,0.0293000000528991,-0.00000134944467391967%,,,,,,,,,
1141.7793,1,-2170121.75,2171263.5,2171263.5293,-0.0293000000528991,-0.00000134944467391967%,,,,,,,,,
9706661,0,90962.3203,9797624,9797623.3203,0.679700000211597,0.00000693739673379058%,,,,,,,,,
90962.3203,0,9706661,9797624,9797623.3203,0.679700000211597,0.00000693739673379058%,,,,,,,,,
9706661,1,90962.3203,9615698,9615698.6797,-0.679700000211597,-0.00000706864912111412%,,,,,,,,,
90962.3203,1,9706661,-9615698,-9615698.6797,0.679700000211597,-0.00000706864912111412%,,,,,,,,,
-17687344,0,63527.7578,-17623816,-17623816.2422,0.242199998348951,-0.00000137427668911462%,,,,,,,,,
63527.7578,0,-17687344,-17623816,-17623816.2422,0.242199998348951,-0.00000137427668911462%,,,,,,,,,
-17687344,1,63527.7578,-17750872,-17750871.7578,-0.242199998348951,0.00000136444002105150%,,,,,,,,,
63527.7578,1,-17687344,17750872,17750871.7578,0.242199998348951,0.00000136444002105150%,,,,,,,,,
-17057564,0,21631.9062,-17035932,-17035932.0938,0.093800000846386,-0.00000055060093178302%,,,,,,,,,
21631.9062,0,-17057564,-17035932,-17035932.0938,0.093800000846386,-0.00000055060093178302%,,,,,,,,,
-17057564,1,21631.9062,-17079196,-17079195.9062,-0.093800000846386,0.00000054920618840337%,,,,,,,,,
21631.9062,1,-17057564,17079196,17079195.9062,0.093800000846386,0.00000054920618840337%,,,,,,,,,
7671090.5,0,46577.4531,7717668,7717667.9531,0.046900000423193,0.00000060769653097545%,,,,,,,,,
46577.4531,0,7671090.5,7717668,7717667.9531,0.046900000423193,0.00000060769653097545%,,,,,,,,,
7671090.5,1,46577.4531,7624513,7624513.0469,-0.046900000423193,-0.00000061512125606844%,,,,,,,,,
46577.4531,1,7671090.5,-7624513,-7624513.0469,0.046900000423193,-0.00000061512125606844%,,,,,,,,,
-11506913,0,79046.0703,-11427867,-11427866.9297,-0.0702999997884035,0.00000061516291903697%,,,,,,,,,
79046.0703,0,-11506913,-11427867,-11427866.9297,-0.0702999997884035,0.00000061516291903697%,,,,,,,,,
-11506913,1,79046.0703,-11585959,-11585959.0703,0.0702999997884035,-0.00000060676892919995%,,,,,,,,,
79046.0703,1,-11506913,11585959,11585959.0703,-0.0702999997884035,-0.00000060676892919995%,,,,,,,,,
-7975987,0,83986.1328,-7892001,-7892000.8672,-0.132799999788404,0.00000168271648753023%,,,,,,,,,
83986.1328,0,-7975987,-7892001,-7892000.8672,-0.132799999788404,0.00000168271648753023%,,,,,,,,,
-7975987,1,83986.1328,-8059973,-8059973.1328,0.132799999788404,-0.00000164764816954507%,,,,,,,,,
83986.1328,1,-7975987,8059973,8059973.1328,-0.132799999788404,-0.00000164764816954507%,,,,,,,,,
10764276,0,17003.627,10781279,10781279.627,-0.627000000327826,-0.00000581563619551805%,,,,,,,,,
17003.627,0,10764276,10781279,10781279.627,-0.627000000327826,-0.00000581563619551805%,,,,,,,,,
10764276,1,17003.627,10747273,10747272.373,0.627000000327826,0.00000583403842916474%,,,,,,,,,
17003.627,1,10764276,-10747273,-10747272.373,-0.627000000327826,0.00000583403842916474%,,,,,,,,,
15105157,0,78614.6484,15183771,15183771.6484,-0.648399999365211,-0.00000427034872744241%,,,,,,,,,
78614.6484,0,15105157,15183771,15183771.6484,-0.648399999365211,-0.00000427034872744241%,,,,,,,,,
15105157,1,78614.6484,15026543,15026542.3516,0.648399999365211,0.00000431503125731496%,,,,,,,,,
78614.6484,1,15105157,-15026543,-15026542.3516,-0.648399999365211,0.00000431503125731496%,,,,,,,,,
10141755,0,50718.5664,10192473,10192473.5664,-0.566400000825524,-0.00000555704164583453%,,,,,,,,,
50718.5664,0,10141755,10192473,10192473.5664,-0.566400000825524,-0.00000555704164583453%,,,,,,,,,
10141755,1,50718.5664,10091037,10091036.4336,0.566400000825524,0.00000561290214887729%,,,,,,,,,
50718.5664,1,10141755,-10091037,-10091036.4336,-0.566400000825524,0.00000561290214887729%,,,,,,,,,
-12674324,0,69771.5938,-12604553,-12604552.4062,-0.593800000846386,0.00000471099632664706%,,,,,,,,,
69771.5938,0,-12674324,-12604553,-12604552.4062,-0.593800000846386,0.00000471099632664706%,,,,,,,,,
-12674324,1,69771.5938,-12744095,-12744095.5938,0.593800000846386,-0.00000465941263917755%,,,,,,,,,
69771.5938,1,-12674324,12744095,12744095.5938,-0.593800000846386,-0.00000465941263917755%,,,,,,,,,
-1915755.125,0,55067.7461,-1860687.375,-1860687.3789,0.00389999989420176,-0.00000020959995421194%,,,,,,,,,
55067.7461,0,-1915755.125,-1860687.375,-1860687.3789,0.00389999989420176,-0.00000020959995421194%,,,,,,,,,
-1915755.125,1,55067.7461,-1970822.875,-1970822.8711,-0.00389999989420176,0.00000019788688021593%,,,,,,,,,
55067.7461,1,-1915755.125,1970822.875,1970822.8711,0.00389999989420176,0.00000019788688021593%,,,,,,,,,
-14810499,0,12866.6367,-14797633,-14797632.3633,-0.636700000613928,0.00000430271536001276%,,,,,,,,,
12866.6367,0,-14810499,-14797633,-14797632.3633,-0.636700000613928,0.00000430271536001276%,,,,,,,,,
-14810499,1,12866.6367,-14823365,-14823365.6367,0.636700000613928,-0.00000429524587208166%,,,,,,,,,
12866.6367,1,-14810499,14823365,14823365.6367,-0.636700000613928,-0.00000429524587208166%,,,,,,,,,
-6119856,0,11763.8428,-6108092.5,-6108092.1572,-0.342799999751151,0.00000561222704125494%,,,,,,,,,
11763.8428,0,-6119856,-6108092.5,-6108092.1572,-0.342799999751151,0.00000561222704125494%,,,,,,,,,
-6119856,1,11763.8428,-6131619.5,-6131619.8428,0.342799999751151,-0.00000559069232176356%,,,,,,,,,
11763.8428,1,-6119856,6131619.5,6131619.8428,-0.342799999751151,-0.00000559069232176356%,,,,,,,,,
13729694,0,26418.4082,13756113,13756112.4082,0.59180000051856,0.00000430208755902423%,,,,,,,,,
26418.4082,0,13729694,13756113,13756112.4082,0.59180000051856,0.00000430208755902423%,,,,,,,,,
13729694,1,26418.4082,13703275,13703275.5918,-0.59180000051856,-0.00000431867546233028%,,,,,,,,,
26418.4082,1,13729694,-13703275,-13703275.5918,0.59180000051856,-0.00000431867546233028%,,,,,,,,,
-17604980,0,67232.1875,-17537748,-17537747.8125,-0.1875,0.00000106912245520123%,,,,,,,,,
67232.1875,0,-17604980,-17537748,-17537747.8125,-0.1875,0.00000106912245520123%,,,,,,,,,
-17604980,1,67232.1875,-17672212,-17672212.1875,0.1875,-0.00000106098771342630%,,,,,,,,,
67232.1875,1,-17604980,17672212,17672212.1875,-0.1875,-0.00000106098771342630%,,,,,,,,,
383489,0,2809.0183,386298,386298.0183,-0.0182999999960884,-0.00000473727514229095%,,,,,,,,,
2809.0183,0,383489,386298,386298.0183,-0.0182999999960884,-0.00000473727514229095%,,,,,,,,,
383489,1,2809.0183,380680,380679.9817,0.0182999999960884,0.00000480718736886722%,,,,,,,,,
2809.0183,1,383489,-380680,-380679.9817,-0.0182999999960884,0.00000480718736886722%,,,,,,,,,
-5887272.5,0,97359.9219,-5789912.5,-5789912.5781,0.078099999576807,-0.00000134889773417678%,,,,,,,,,
97359.9219,0,-5887272.5,-5789912.5,-5789912.5781,0.078099999576807,-0.00000134889773417678%,,,,,,,,,
-5887272.5,1,97359.9219,-5984632.5,-5984632.4219,-0.078099999576807,0.00000130500913123770%,,,,,,,,,
97359.9219,1,-5887272.5,5984632.5,5984632.4219,0.078099999576807,0.00000130500913123770%,,,,,,,,,
2376675.5,0,-3407.2249,2373268.25,2373268.2751,-0.0251000002026558,-0.00000105761326968390%,,,,,,,,,
-3407.2249,0,2376675.5,2373268.25,2373268.2751,-0.0251000002026558,-0.00000105761326968390%,,,,,,,,,
2376675.5,1,-3407.2249,2380082.75,2380082.7249,0.0251000002026558,0.00000105458520160094%,,,,,,,,,
-3407.2249,1,2376675.5,-2380082.75,-2380082.7249,-0.0251000002026558,0.00000105458520160094%,,,,,,,,,
-10875937,0,44478.2461,-10831459,-10831458.7539,-0.246099999174476,0.00000227208545742617%,,,,,,,,,
44478.2461,0,-10875937,-10831459,-10831458.7539,-0.246099999174476,0.00000227208545742617%,,,,,,,,,
-10875937,1,44478.2461,-10920415,-10920415.2461,0.246099999174476,-0.00000225357730112291%,,,,,,,,,
44478.2461,1,-10875937,10920415,10920415.2461,-0.246099999174476,-0.00000225357730112291%,,,,,,,,,
14240385,0,34887.2461,14275272,14275272.2461,-0.246099999174476,-0.00000172396011040497%,,,,,,,,,
34887.2461,0,14240385,14275272,14275272.2461,-0.246099999174476,-0.00000172396011040497%,,,,,,,,,
14240385,1,34887.2461,14205498,14205497.7539,0.246099999174476,0.00000173242784897777%,,,,,,,,,
34887.2461,1,14240385,-14205498,-14205497.7539,-0.246099999174476,0.00000173242784897777%,,,,,,,,,
-8351551,0,96847.5859,-8254703.5,-8254703.4141,-0.0859000002965331,0.00000104061885675754%,,,,,,,,,
96847.5859,0,-8351551,-8254703.5,-8254703.4141,-0.0859000002965331,0.00000104061885675754%,,,,,,,,,
-8351551,1,96847.5859,-8448398,-8448398.5859,0.585899999365211,-0.00000693504210777947%,,,,,,,,,
96847.5859,1,-8351551,8448398,8448398.5859,-0.585899999365211,-0.00000693504210777947%,,,,,,,,,
12175690,0,71008,12246698,12246698,0,0.00000000000000000000%,,,,,,,,,
71008,0,12175690,12246698,12246698,0,0.00000000000000000000%,,,,,,,,,
12175690,1,71008,12104682,12104682,0,0.00000000000000000000%,,,,,,,,,
71008,1,12175690,-12104682,-12104682,0,0.00000000000000000000%,,,,,,,,,
14660511,0,24948.6621,14685459,14685459.6621,-0.662100000306964,-0.00000450854120702603%,,,,,,,,,
24948.6621,0,14660511,14685459,14685459.6621,-0.662100000306964,-0.00000450854120702603%,,,,,,,,,
14660511,1,24948.6621,14635563,14635562.3379,0.662100000306964,0.00000452391226944797%,,,,,,,,,
24948.6621,1,14660511,-14635563,-14635562.3379,-0.662100000306964,0.00000452391226944797%,,,,,,,,,
1156405.375,0,31054.2969,1187459.75,1187459.6719,0.0781000000424683,0.00000657706546930592%,,,,,,,,,
31054.2969,0,1156405.375,1187459.75,1187459.6719,0.0781000000424683,0.00000657706546930592%,,,,,,,,,
1156405.375,1,31054.2969,1125351,1125351.0781,-0.0781000000424683,-0.00000694005644659171%,,,,,,,,,
31054.2969,1,1156405.375,-1125351,-1125351.0781,0.0781000000424683,-0.00000694005644659171%,,,,,,,,,
-1924006.625,0,5237.416,-1918769.125,-1918769.209,0.084000000031665,-0.00000437780633739912%,,,,,,,,,
5237.416,0,-1924006.625,-1918769.125,-1918769.209,0.084000000031665,-0.00000437780633739912%,,,,,,,,,
-1924006.625,1,5237.416,-1929244.125,-1929244.041,-0.084000000031665,0.00000435403703453321%,,,,,,,,,
5237.416,1,-1924006.625,1929244.125,1929244.041,0.084000000031665,0.00000435403703453321%,,,,,,,,,
241156.4531,0,86182.4609,327338.9062,327338.914,-0.00779999996302649,-0.00000238285142078357%,,,,,,,,,
86182.4609,0,241156.4531,327338.9062,327338.914,-0.00779999996302649,-0.00000238285142078357%,,,,,,,,,
241156.4531,1,86182.4609,154973.9844,154973.9922,-0.00780000002123416,-0.00000503310259386488%,,,,,,,,,
86182.4609,1,241156.4531,-154973.9844,-154973.9922,0.00780000002123416,-0.00000503310259386488%,,,,,,,,,
10212130,0,3621.2095,10215751,10215751.2095,-0.209499999880791,-0.00000205075471773401%,,,,,,,,,
3621.2095,0,10212130,10215751,10215751.2095,-0.209499999880791,-0.00000205075471773401%,,,,,,,,,
10212130,1,3621.2095,10208509,10208508.7905,0.209499999880791,0.00000205220962414952%,,,,,,,,,
3621.2095,1,10212130,-10208509,-10208508.7905,-0.209499999880791,0.00000205220962414952%,,,,,,,,,
13469214,0,2167.7017,13471381,13471381.7017,-0.701700000092387,-0.00000520881981989893%,,,,,,,,,
2167.7017,0,13469214,13471381,13471381.7017,-0.701700000092387,-0.00000520881981989893%,,,,,,,,,
13469214,1,2167.7017,13467047,13467046.2983,0.701700000092387,0.00000521049667870352%,,,,,,,,,
2167.7017,1,13469214,-13467047,-13467046.2983,-0.701700000092387,0.00000521049667870352%,,,,,,,,,
19655014,0,49351.7461,19704366,19704365.7461,0.253899998962879,0.00000128854692525758%,,,,,,,,,
49351.7461,0,19655014,19704366,19704365.7461,0.253899998962879,0.00000128854692525758%,,,,,,,,,
19655014,1,49351.7461,19605662,19605662.2539,-0.253899998962879,-0.00000129503403493740%,,,,,,,,,
49351.7461,1,19655014,-19605662,-19605662.2539,0.253899998962879,-0.00000129503403493740%,,,,,,,,,
1861031.25,0,92590.0781,1953621.25,1953621.3281,-0.0781000000424683,-0.00000399770410565822%,,,,,,,,,
92590.0781,0,1861031.25,1953621.25,1953621.3281,-0.0781000000424683,-0.00000399770410565822%,,,,,,,,,
1861031.25,1,92590.0781,1768441.25,1768441.1719,0.0781000000424683,0.00000441631880570606%,,,,,,,,,
92590.0781,1,1861031.25,-1768441.25,-1768441.1719,-0.0781000000424683,0.00000441631880570606%,,,,,,,,,
7532490,0,35340.5234,7567830.5,7567830.5234,-0.0234000002965331,-0.00000030920354550990%,,,,,,,,,
35340.5234,0,7532490,7567830.5,7567830.5234,-0.0234000002965331,-0.00000030920354550990%,,,,,,,,,
7532490,1,35340.5234,7497149.5,7497149.4766,0.0234000002965331,0.00000031211863081520%,,,,,,,,,
35340.5234,1,7532490,-7497149.5,-7497149.4766,-0.0234000002965331,0.00000031211863081520%,,,,,,,,,
1488648.75,0,58963.1836,1547612,1547611.9336,0.0663999998942018,0.00000429048125389835%,,,,,,,,,
58963.1836,0,1488648.75,1547612,1547611.9336,0.0663999998942018,0.00000429048125389835%,,,,,,,,,
1488648.75,1,58963.1836,1429685.5,1429685.5664,-0.0663999998942018,-0.00000464437785865037%,,,,,,,,,
58963.1836,1,1488648.75,-1429685.5,-1429685.5664,0.0663999998942018,-0.00000464437785865037%,,,,,,,,,
-17604054,0,24938.4922,-17579116,-17579115.5078,-0.492199998348951,0.00000279991332971535%,,,,,,,,,
24938.4922,0,-17604054,-17579116,-17579115.5078,-0.492199998348951,0.00000279991332971535%,,,,,,,,,
-17604054,1,24938.4922,-17628992,-17628992.4922,0.492199998348951,-0.00000279199164992966%,,,,,,,,,
24938.4922,1,-17604054,17628992,17628992.4922,-0.492199998348951,-0.00000279199164992966%,,,,,,,,,
8682093,0,13511.001,8695604,8695604.001,-0.00100000016391277,-0.00000001150006559404%,,,,,,,,,
13511.001,0,8682093,8695604,8695604.001,-0.00100000016391277,-0.00000001150006559404%,,,,,,,,,
8682093,1,13511.001,8668582,8668581.999,0.00100000016391277,0.00000001153591399410%,,,,,,,,,
13511.001,1,8682093,-8668582,-8668581.999,-0.00100000016391277,0.00000001153591399410%,,,,,,,,,
-1762693.75,0,34793.4883,-1727900.25,-1727900.2617,0.0116999999154359,-0.00000067712241121631%,,,,,,,,,
34793.4883,0,-1762693.75,-1727900.25,-1727900.2617,0.0116999999154359,-0.00000067712241121631%,,,,,,,,,
-1762693.75,1,34793.4883,-1797487.25,-1797487.2383,-0.0116999999154359,0.00000065090864992741%,,,,,,,,,
34793.4883,1,-1762693.75,1797487.25,1797487.2383,0.0116999999154359,0.00000065090864992741%,,,,,,,,,
-15608047,0,41813.8594,-15566233,-15566233.1406,0.140599999576807,-0.00000090323714354562%,,,,,,,,,
41813.8594,0,-15608047,-15566233,-15566233.1406,0.140599999576807,-0.00000090323714354562%,,,,,,,,,
-15608047,1,41813.8594,-15649861,-15649860.8594,-0.140599999576807,0.00000089841054077076%,,,,,,,,,
41813.8594,1,-15608047,15649861,15649860.8594,0.140599999576807,0.00000089841054077076%,,,,,,,,,
-10078591,0,38307.332,-10040283,-10040283.668,0.667999999597669,-0.00000665319847213772%,,,,,,,,,
