i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
92941.0156,0,-15062132,-14969191,-14969190.9844,-0.015599999576807,0.00000010421404598996%,,,,,,,,,
-15062132,1,92941.0156,-15155073,-15155073.0156,0.015599999576807,-0.00000010293582591617%,,,,,,,,,
92941.0156,1,-15062132,15155073,15155073.0156,-0.015599999576807,-0.00000010293582591617%,,,,,,,,,
-9471857,0,11688.2588,-9460169,-9460168.7412,-0.258799999952316,0.00000273568058913385%,,,,,,,,,
11688.2588,0,-9471857,-9460169,-9460168.7412,-0.258799999952316,0.00000273568058913385%,,,,,,,,,
-9471857,1,11688.2588,-9483545,-9483545.2588,0.258799999952316,-0.00000272893725805937%,,,,,,,,,
11688.2588,1,-9471857,9483545,9483545.2588,-0.258799999952316,-0.00000272893725805937%,,,,,,,,,
9742858,0,16498.4492,9759357,9759356.4492,0.550799999386072,0.00000564381475615867%,,,,,,,,,
16498.4492,0,9742858,9759357,9759356.4492,0.550799999386072,0.00000564381475615867%,,,,,,,,,
9742858,1,16498.4492,9726359,9726359.5508,-0.550799999386072,-0.00000566296152747889%,,,,,,,,,
16498.4492,1,9742858,-9726359,-9726359.5508,0.550799999386072,-0.00000566296152747889%,,,,,,,,,
13574426,0,88501.3516,13662928,13662927.3516,0.648399999365211,0.00000474568869964224%,,,,,,,,,
88501.3516,0,13574426,13662928,13662927.3516,0.648399999365211,0.00000474568869964224%,,,,,,,,,
13574426,1,88501.3516,13485924,13485924.6484,-0.648399999365211,-0.00000480797584348166%,,,,,,,,,
88501.3516,1,13574426,-13485924,-13485924.6484,0.648399999365211,-0.00000480797584348166%,,,,,,,,,
-1828275.5,0,40226.6719,-1788048.75,-1788048.8281,0.0781000000424683,-0.00000436788966917968%,,,,,,,,,
40226.6719,0,-1828275.5,-1788048.75,-1788048.8281,0.0781000000424683,-0.00000436788966917968%,,,,,,,,,
-1828275.5,1,40226.6719,-1868502.25,-1868502.1719,-0.0781000000424683,0.00000417981853149530%,,,,,,,,,
40226.6719,1,-1828275.5,1868502.25,1868502.1719,0.0781000000424683,0.00000417981853149530%,,,,,,,,,
-14022536,0,54292.0469,-13968244,-13968243.9531,-0.046900000423193,0.00000033576160740509%,,,,,,,,,
54292.0469,0,-14022536,-13968244,-13968243.9531,-0.046900000423193,0.00000033576160740509%,,,,,,,,,
-14022536,1,54292.0469,-14076828,-14076828.0469,0.046900000423193,-0.00000033317165107747%,,,,,,,,,
54292.0469,1,-14022536,14076828,14076828.0469,-0.046900000423193,-0.00000033317165107747%,,,,,,,,,
10108662,0,37668.0898,10146330,10146330.0898,-0.0898000001907349,-0.00000088504907090506%,,,,,,,,,
37668.0898,0,10108662,10146330,10146330.0898,-0.0898000001907349,-0.00000088504907090506%,,,,,,,,,
10108662,1,37668.0898,10070994,10070993.9102,0.0898000001907349,0.00000089166969011653%,,,,,,,,,
37668.0898,1,10108662,-10070994,-10070993.9102,-0.0898000001907349,0.00000089166969011653%,,,,,,,,,
1582713,0,69744.6562,1652457.625,1652457.6562,-0.0312000000849366,-0.00000188809679738991%,,,,,,,,,
69744.6562,0,1582713,1652457.625,1652457.6562,-0.0312000000849366,-0.00000188809679738991%,,,,,,,,,
1582713,1,69744.6562,1512968.375,1512968.3438,0.0312000000849366,0.00000206217137409327%,,,,,,,,,
69744.6562,1,1582713,-1512968.375,-1512968.3438,-0.0312000000849366,0.00000206217137409327%,,,,,,,,,
10250499,0,52803.5898,10303302,10303302.5898,-0.589800000190735,-0.00000572437813070366%,,,,,,,,,
52803.5898,0,10250499,10303302,10303302.5898,-0.589800000190735,-0.00000572437813070366%,,,,,,,,,
10250499,1,52803.5898,10197696,10197695.4102,0.589800000190735,0.00000578365970414062%,,,,,,,,,
52803.5898,1,10250499,-10197696,-10197695.4102,-0.589800000190735,0.00000578365970414062%,,,,,,,,,
-5409644,0,30246.9023,-5379397,-5379397.0977,0.0976999998092651,-0.00000181618865524981%,,,,,,,,,
30246.9023,0,-5409644,-5379397,-5379397.0977,0.0976999998092651,-0.00000181618865524981%,,,,,,,,,
-5409644,1,30246.9023,-5439891,-5439890.9023,-0.0976999998092651,0.00000179599189696906%,,,,,,,,,
30246.9023,1,-5409644,5439891,5439890.9023,0.0976999998092651,0.00000179599189696906%,,,,,,,,,
-11190441,0,40351.9492,-11150089,-11150089.0508,0.0507999993860722,-0.00000045560173694243%,,,,,,,,,
40351.9492,0,-11190441,-11150089,-11150089.0508,0.0507999993860722,-0.00000045560173694243%,,,,,,,,,
-11190441,1,40351.9492,-11230793,-11230792.9492,-0.0507999993860722,0.00000045232780637890%,,,,,,,,,
40351.9492,1,-11190441,11230793,11230792.9492,0.0507999993860722,0.00000045232780637890%,,,,,,,,,
4300749,0,69495.0469,4370244,4370244.0469,-0.046900000423193,-0.00000107316662227276%,,,,,,,,,
69495.0469,0,4300749,4370244,4370244.0469,-0.046900000423193,-0.00000107316662227276%,,,,,,,,,
4300749,1,69495.0469,4231254,4231253.9531,0.046900000423193,0.00000110841847223167%,,,,,,,,,
69495.0469,1,4300749,-4231254,-4231253.9531,-0.046900000423193,0.00000110841847223167%,,,,,,,,,
6406148,0,80015.2578,6486163,6486163.2578,-0.257799999788403,-0.00000397461472278521%,,,,,,,,,
80015.2578,0,6406148,6486163,6486163.2578,-0.257799999788403,-0.00000397461472278521%,,,,,,,,,
6406148,1,80015.2578,6326132.5,6326132.7422,-0.242200000211596,-0.00000382856335903202%,,,,,,,,,
80015.2578,1,6406148,-6326132.5,-6326132.7422,0.242200000211596,-0.00000382856335903202%,,,,,,,,,
-14607904,0,95420.5938,-14512484,-14512483.4062,-0.593800000846386,0.00000409164981778862%,,,,,,,,,
95420.5938,0,-14607904,-14512484,-14512483.4062,-0.593800000846386,0.00000409164981778862%,,,,,,,,,
-14607904,1,95420.5938,-14703324,-14703324.5938,0.593800000846386,-0.00000403854241983324%,,,,,,,,,
95420.5938,1,-14607904,14703324,14703324.5938,-0.593800000846386,-0.00000403854241983324%,,,,,,,,,
-15305220,0,47495.0938,-15257725,-15257724.9062,-0.093800000846386,0.00000061477055998218%,,,,,,,,,
47495.0938,0,-15305220,-15257725,-15257724.9062,-0.093800000846386,0.00000061477055998218%,,,,,,,,,
-15305220,1,47495.0938,-15352715,-15352715.0938,0.093800000846386,-0.00000061096685682825%,,,,,,,,,
47495.0938,1,-15305220,15352715,15352715.0938,-0.093800000846386,-0.00000061096685682825%,,,,,,,,,
7328495,0,33500.332,7361995,7361995.332,-0.332000000402331,-0.00000450964698332861%,,,,,,,,,
33500.332,0,7328495,7361995,7361995.332,-0.332000000402331,-0.00000450964698332861%,,,,,,,,,
7328495,1,33500.332,7294995,7294994.668,0.332000000402331,0.00000455106570342913%,,,,,,,,,
33500.332,1,7328495,-7294995,-7294994.668,-0.332000000402331,0.00000455106570342913%,,,,,,,,,
-12835838,0,58131.9688,-12777706,-12777706.0312,0.031199999153614,-0.00000024417527745146%,,,,,,,,,
58131.9688,0,-12835838,-12777706,-12777706.0312,0.031199999153614,-0.00000024417527745146%,,,,,,,,,
-12835838,1,58131.9688,-12893970,-12893969.9688,-0.031199999153614,0.00000024197356771506%,,,,,,,,,
58131.9688,1,-12835838,12893970,12893969.9688,0.031199999153614,0.00000024197356771506%,,,,,,,,,
12098171,0,43875.6133,12142046,12142046.6133,-0.613299999386072,-0.00000505104303185827%,,,,,,,,,
43875.6133,0,12098171,12142046,12142046.6133,-0.613299999386072,-0.00000505104303185827%,,,,,,,,,
12098171,1,43875.6133,12054296,12054295.3867,0.613299999386072,0.00000508781293067325%,,,,,,,,,
43875.6133,1,12098171,-12054296,-12054295.3867,-0.613299999386072,0.00000508781293067325%,,,,,,,,,
-14177820,0,-34.5793,-14177854,-14177854.5793,0.579299999400973,-0.00000408594964887540%,,,,,,,,,
-34.5793,0,-14177820,-14177854,-14177854.5793,0.579299999400973,-0.00000408594964887540%,,,,,,,,,
-14177820,1,-34.5793,-14177786,-14177785.4207,-0.579299999400973,0.00000408596957995413%,,,,,,,,,
-34.5793,1,-14177820,14177786,14177785.4207,0.579299999400973,0.00000408596957995413%,,,,,,,,,
-5766488.5,0,48540.0938,-5717948.5,-5717948.4062,-0.0937999999150634,0.00000164044851844685%,,,,,,,,,
48540.0938,0,-5766488.5,-5717948.5,-5717948.4062,-0.0937999999150634,0.00000164044851844685%,,,,,,,,,
-5766488.5,1,48540.0938,-5815028.5,-5815028.5938,0.0937999999150634,-0.00000161306171417752%,,,,,,,,,
48540.0938,1,-5766488.5,5815028.5,5815028.5938,-0.0937999999150634,-0.00000161306171417752%,,,,,,,,,
10616445,0,42943.4141,10659389,10659388.4141,0.585899999365211,0.00000549656299783762%,,,,,,,,,
42943.4141,0,10616445,10659389,10659388.4141,0.585899999365211,0.00000549656299783762%,,,,,,,,,
10616445,1,42943.4141,10573501,10573501.5859,-0.585899999365211,-0.00000554121068224477%,,,,,,,,,
42943.4141,1,10616445,-10573501,-10573501.5859,0.585899999365211,-0.00000554121068224477%,,,,,,,,,
-7914238.5,0,10615.5186,-7903623,-7903622.9814,-0.0186000000685453,0.00000023533511292628%,,,,,,,,,
10615.5186,0,-7914238.5,-7903623,-7903622.9814,-0.0186000000685453,0.00000023533511292628%,,,,,,,,,
-7914238.5,1,10615.5186,-7924854,-7924854.0186,0.0186000000685453,-0.00000023470463966769%,,,,,,,,,
10615.5186,1,-7914238.5,7924854,7924854.0186,-0.0186000000685453,-0.00000023470463966769%,,,,,,,,,
19007648,0,2886.9641,19010536,19010534.9641,1.0359000004828,0.00000544908390236792%,,,,,,,,,
2886.9641,0,19007648,19010536,19010534.9641,1.0359000004828,0.00000544908390236792%,,,,,,,,,
19007648,1,2886.9641,19004760,19004761.0359,-1.0359000004828,-0.00000545073941485495%,,,,,,,,,
2886.9641,1,19007648,-19004760,-19004761.0359,1.0359000004828,-0.00000545073941485495%,,,,,,,,,
5135904,0,50873.0586,5186777,5186777.0586,-0.0586000001057982,-0.00000112979600711073%,,,,,,,,,
50873.0586,0,5135904,5186777,5186777.0586,-0.0586000001057982,-0.00000112979600711073%,,,,,,,,,
5135904,1,50873.0586,5085031,5085030.9414,0.0586000001057982,0.00000115240203611553%,,,,,,,,,
50873.0586,1,5135904,-5085031,-5085030.9414,-0.0586000001057982,0.00000115240203611553%,,,,,,,,,
12685665,0,79697.6328,12765362,12765362.6328,-0.632799999788404,-0.00000495716430461955%,,,,,,,,,
79697.6328,0,12685665,12765362,12765362.6328,-0.632799999788404,-0.00000495716430461955%,,,,,,,,,
12685665,1,79697.6328,12605968,12605967.3672,0.632799999788404,0.00000501984481916804%,,,,,,,,,
79697.6328,1,12685665,-12605968,-12605967.3672,-0.632799999788404,0.00000501984481916804%,,,,,,,,,
9618338,0,-4906.7173,9613432,9613431.2827,0.717299999669194,0.00000746143576185979%,,,,,,,,,
-4906.7173,0,9618338,9613432,9613431.2827,0.717299999669194,0.00000746143576185979%,,,,,,,,,
9618338,1,-4906.7173,9623244,9623244.7173,-0.717299999669194,-0.00000745382686132550%,,,,,,,,,
-4906.7173,1,9618338,-9623244,-9623244.7173,0.717299999669194,-0.00000745382686132550%,,,,,,,,,
8269682.5,0,62701.3789,8332384,8332383.8789,0.121100000105798,0.00000145336558979788%,,,,,,,,,
62701.3789,0,8269682.5,8332384,8332383.8789,0.121100000105798,0.00000145336558979788%,,,,,,,,,
8269682.5,1,62701.3789,8206981,8206981.1211,-0.121100000105798,-0.00000147557303128738%,,,,,,,,,
62701.3789,1,8269682.5,-8206981,-8206981.1211,0.121100000105798,-0.00000147557303128738%,,,,,,,,,
14916349,0,-2626.4626,14913722,14913722.5374,-0.537399999797344,-0.00000360339277098441%,,,,,,,,,
-2626.4626,0,14916349,14913722,14913722.5374,-0.537399999797344,-0.00000360339277098441%,,,,,,,,,
14916349,1,-2626.4626,14918976,14918975.4626,0.537399999797344,0.00000360212402751475%,,,,,,,,,
-2626.4626,1,14916349,-14918976,-14918975.4626,-0.537399999797344,0.00000360212402751475%,,,,,,,,,
2686042.5,0,84077.4766,2770120,2770119.9766,0.0233999998308718,0.00000084472874924330%,,,,,,,,,
84077.4766,0,2686042.5,2770120,2770119.9766,0.0233999998308718,0.00000084472874924330%,,,,,,,,,
2686042.5,1,84077.4766,2601965,2601965.0234,-0.0233999998308718,-0.00000089932030678471%,,,,,,,,,
84077.4766,1,2686042.5,-2601965,-2601965.0234,0.0233999998308718,-0.00000089932030678471%,,,,,,,,,
-1241294.375,0,40752.75,-1200541.625,-1200541.625,0,0.00000000000000000000%,,,,,,,,,
40752.75,0,-1241294.375,-1200541.625,-1200541.625,0,0.00000000000000000000%,,,,,,,,,
-1241294.375,1,40752.75,-1282047.125,-1282047.125,0,0.00000000000000000000%,,,,,,,,,
40752.75,1,-1241294.375,1282047.125,1282047.125,0,0.00000000000000000000%,,,,,,,,,
19662592,0,-1149.7523,19661442,19661442.2477,-0.247699998319149,-0.00000125982618771583%,,,,,,,,,
-1149.7523,0,19662592,19661442,19661442.2477,-0.247699998319149,-0.00000125982618771583%,,,,,,,,,
19662592,1,-1149.7523,19663742,19663741.7523,0.247699998319149,0.00000125967886193469%,,,,,,,,,
-1149.7523,1,19662592,-19663742,-19663741.7523,-0.247699998319149,0.00000125967886193469%,,,,,,,,,
-1495102.25,0,85654.7266,-1409447.5,-1409447.5234,0.0234000000637025,-0.00000166022499420587%,,,,,,,,,
85654.7266,0,-1495102.25,-1409447.5,-1409447.5234,0.0234000000637025,-0.00000166022499420587%,,,,,,,,,
-1495102.25,1,85654.7266,-1580757,-1580756.9766,-0.0234000000637025,0.00000148030345018833%,,,,,,,,,
85654.7266,1,-1495102.25,1580757,1580756.9766,0.0234000000637025,0.00000148030345018833%,,,,,,,,,
-8532975,0,72829.75,-8460145,-8460145.25,0.25,-0.00000295503200728144%,,,,,,,,,
72829.75,0,-8532975,-8460145,-8460145.25,0.25,-0.00000295503200728144%,,,,,,,,,
-8532975,1,72829.75,-8605805,-8605804.75,-0.25,0.00000290501594287275%,,,,,,,,,
72829.75,1,-8532975,8605805,8605804.75,0.25,0.00000290501594287275%,,,,,,,,,
12659876,0,73070.7266,12732946,12732946.7266,-0.726600000634789,-0.00000570645598569004%,,,,,,,,,
73070.7266,0,12659876,12732946,12732946.7266,-0.726600000634789,-0.00000570645598569004%,,,,,,,,,
12659876,1,73070.7266,12586806,12586805.2734,0.726600000634789,0.00000577271185858679%,,,,,,,,,
73070.7266,1,12659876,-12586806,-12586805.2734,-0.726600000634789,0.00000577271185858679%,,,,,,,,,
-5289110,0,3338.6101,-5285771.5,-5285771.3899,-0.110100000165403,0.00000208295047295804%,,,,,,,,,
3338.6101,0,-5289110,-5285771.5,-5285771.3899,-0.110100000165403,0.00000208295047295804%,,,,,,,,,
-5289110,1,3338.6101,-5292448.5,-5292448.6101,0.110100000165403,-0.00000208032251754491%,,,,,,,,,
3338.6101,1,-5289110,5292448.5,5292448.6101,-0.110100000165403,-0.00000208032251754491%,,,,,,,,,
-9076912,0,15417.1191,-9061495,-9061494.8809,-0.119100000709295,0.00000131435267883158%,,,,,,,,,
15417.1191,0,-9076912,-9061495,-9061494.8809,-0.119100000709295,0.00000131435267883158%,,,,,,,,,
-9076912,1,15417.1191,-9092329,-9092329.1191,0.119100000709295,-0.00000130989539807908%,,,,,,,,,
15417.1191,1,-9076912,9092329,9092329.1191,-0.119100000709295,-0.00000130989539807908%,,,,,,,,,
4190440.25,0,80204.6094,4270644.5,4270644.8594,-0.359400000423193,-0.00000841559090618663%,,,,,,,,,
80204.6094,0,4190440.25,4270644.5,4270644.8594,-0.359400000423193,-0.00000841559090618663%,,,,,,,,,
4190440.25,1,80204.6094,4110235.5,4110235.6406,-0.140600000042468,-0.00000342072845297852%,,,,,,,,,
80204.6094,1,4190440.25,-4110235.5,-4110235.6406,0.140600000042468,-0.00000342072845297852%,,,,,,,,,
14987122,0,85568.6875,15072690,15072690.6875,-0.6875,-0.00000456122940657273%,,,,,,,,,
85568.6875,0,14987122,15072690,15072690.6875,-0.6875,-0.00000456122940657273%,,,,,,,,,
14987122,1,85568.6875,14901554,14901553.3125,0.6875,0.00000461361299444735%,,,,,,,,,
85568.6875,1,14987122,-14901554,-14901553.3125,-0.6875,0.00000461361299444735%,,,,,,,,,
2623026.25,0,8147.0029,2631173.25,2631173.2529,-0.00290000019595027,-0.00000011021699892829%,,,,,,,,,
8147.0029,0,2623026.25,2631173.25,2631173.2529,-0.00290000019595027,-0.00000011021699892829%,,,,,,,,,
2623026.25,1,8147.0029,2614879.25,2614879.2471,0.00290000019595027,0.00000011090379026743%,,,,,,,,,
8147.0029,1,2623026.25,-2614879.25,-2614879.2471,-0.00290000019595027,0.00000011090379026743%,,,,,,,,,
-17883888,0,28376.4707,-17855512,-17855511.5293,-0.47069999948144,0.00000263616082187869%,,,,,,,,,
28376.4707,0,-17883888,-17855512,-17855511.5293,-0.47069999948144,0.00000263616082187869%,,,,,,,,,
-17883888,1,28376.4707,-17912264,-17912264.4707,0.47069999948144,-0.00000262780845074830%,,,,,,,,,
28376.4707,1,-17883888,17912264,17912264.4707,-0.47069999948144,-0.00000262780845074830%,,,,,,,,,
-511382.9688,0,42069.0703,-469313.9062,-469313.8985,-0.00770000007469207,0.00000164069295610091%,,,,,,,,,
42069.0703,0,-511382.9688,-469313.9062,-469313.8985,-0.00770000007469207,0.00000164069295610091%,,,,,,,,,
-511382.9688,1,42069.0703,-553452,-553452.0391,0.0390999999362975,-0.00000706474945866679%,,,,,,,,,
42069.0703,1,-511382.9688,553452,553452.0391,-0.0390999999362975,-0.00000706474945866679%,,,,,,,,,
-15755855,0,80334.5234,-15675520,-15675520.4766,0.476600000634789,-0.00000304040941636512%,,,,,,,,,
80334.5234,0,-15755855,-15675520,-15675520.4766,0.476600000634789,-0.00000304040941636512%,,,,,,,,,
-15755855,1,80334.5234,-15836189,-15836189.5234,0.523399999365211,-0.00000330508799854801%,,,,,,,,,
80334.5234,1,-15755855,15836189,15836189.5234,-0.523399999365211,-0.00000330508799854801%,,,,,,,,,
-8209823,0,40020.3594,-8169803,-8169802.6406,-0.359400000423193,0.00000439912708095478%,,,,,,,,,
40020.3594,0,-8209823,-8169803,-8169802.6406,-0.359400000423193,0.00000439912708095478%,,,,,,,,,
-8209823,1,40020.3594,-8249843,-8249843.3594,0.359400000423193,-0.00000435644635620490%,,,,,,,,,
40020.3594,1,-8209823,8249843,8249843.3594,-0.359400000423193,-0.00000435644635620490%,,,,,,,,,
-15594554,0,52532.9844,-15542021,-15542021.0156,0.015599999576807,-0.00000010037304389917%,,,,,,,,,
52532.9844,0,-15594554,-15542021,-15542021.0156,0.015599999576807,-0.00000010037304389917%,,,,,,,,,
-15594554,1,52532.9844,-15647087,-15647086.9844,-0.015599999576807,0.00000009969906598180%,,,,,,,,,
52532.9844,1,-15594554,15647087,15647086.9844,0.015599999576807,0.00000009969906598180%,,,,,,,,,
10587364,0,77815.6719,10665179,10665179.6719,-0.671900000423193,-0.00000629994075199198%,,,,,,,,,
77815.6719,0,10587364,10665179,10665179.6719,-0.671900000423193,-0.00000629994075199198%,,,,,,,,,
10587364,1,77815.6719,10509549,10509548.3281,0.671900000423193,0.00000639323384266377%,,,,,,,,,
77815.6719,1,10587364,-10509549,-10509548.3281,-0.671900000423193,0.00000639323384266377%,,,,,,,,,
8220527,0,30913.8906,8251441,8251440.8906,0.109400000423193,0.00000132582905063067%,,,,,,,,,
30913.8906,0,8220527,8251441,8251440.8906,0.109400000423193,0.00000132582905063067%,,,,,,,,,
8220527,1,30913.8906,8189613,8189613.1094,-0.109400000423193,-0.00000133583844513515%,,,,,,,,,
30913.8906,1,8220527,-8189613,-8189613.1094,0.109400000423193,-0.00000133583844513515%,,,,,,,,,
7820239,0,16724.25,7836963,7836963.25,-0.25,-0.00000319001113090584%,,,,,,,,,
16724.25,0,7820239,7836963,7836963.25,-0.25,-0.00000319001113090584%,,,,,,,,,
7820239,1,16724.25,7803514.5,7803514.75,-0.25,-0.00000320368459609819%,,,,,,,,,
16724.25,1,7820239,-7803514.5,-7803514.75,0.25,-0.00000320368459609819%,,,,,,,,,
18657744,0,25564.4805,18683308,18683308.4805,-0.480500001460314,-0.00000257181431201983%,,,,,,,,,
25564.4805,0,18657744,18683308,18683308.4805,-0.480500001460314,-0.00000257181431201983%,,,,,,,,,
18657744,1,25564.4805,18632180,18632179.5195,0.480500001460314,0.00000257887168249659%,,,,,,,,,
25564.4805,1,18657744,-18632180,-18632179.5195,-0.480500001460314,0.00000257887168249659%,,,,,,,,,
-5796350.5,0,3180.1055,-5793170.5,-5793170.3945,-0.105499999597669,0.00000182110990033764%,,,,,,,,,
3180.1055,0,-5796350.5,-5793170.5,-5793170.3945,-0.105499999597669,0.00000182110990033764%,,,,,,,,,
-5796350.5,1,3180.1055,-5799530.5,-5799530.6055,0.105499999597669,-0.00000181911273125479%,,,,,,,,,
3180.1055,1,-5796350.5,5799530.5,5799530.6055,-0.105499999597669,-0.00000181911273125479%,,,,,,,,,
9697075,0,27177.4512,9724253,9724252.4512,0.548800000920892,0.00000564362148838668%,,,,,,,,,
27177.4512,0,9697075,9724253,9724252.4512,0.548800000920892,0.00000564362148838668%,,,,,,,,,
9697075,1,27177.4512,9669897,9669897.5488,-0.548800000920892,-0.00000567534452305543%,,,,,,,,,
27177.4512,1,9697075,-9669897,-9669897.5488,0.548800000920892,-0.00000567534452305543%,,,,,,,,,
6730604,0,72006.2344,6802610.5,6802610.2344,0.265599999576807,0.00000390438361783098%,,,,,,,,,
72006.2344,0,6730604,6802610.5,6802610.2344,0.265599999576807,0.00000390438361783098%,,,,,,,,,
6730604,1,72006.2344,6658597.5,6658597.7656,-0.265599999576807,-0.00000398882781220040%,,,,,,,,,
72006.2344,1,6730604,-6658597.5,-6658597.7656,0.265599999576807,-0.00000398882781220040%,,,,,,,,,
-16128061,0,23287.4531,-16104773,-16104773.5469,0.546900000423193,-0.00000339588755365309%,,,,,,,,,
23287.4531,0,-16128061,-16104773,-16104773.5469,0.546900000423193,-0.00000339588755365309%,,,,,,,,,
-16128061,1,23287.4531,-16151349,-16151348.4531,-0.546900000423193,0.00000338609498774218%,,,,,,,,,
23287.4531,1,-16128061,16151349,16151348.4531,0.546900000423193,0.00000338609498774218%,,,,,,,,,
